day,pressure,maxtemp,temparature,mintemp,dewpoint,humidity,cloud,rainfall,winddirection,windspeed
1456,1017.8,22.3,21.1,19.8,19.6,91,79,1,40,15
1457,1016.8,24.7,22.3,21.1,20.7,91,70,1,40,9.4
1458,1020.4,21.4,18.2,16.1,13.5,75,89,1,10,27.6
1459,1020.6,19.7,17.9,16.9,13.3,74,87,0,30,21.6
1460,1022.7,18.8,17.7,16.9,15,84,90,1,30,18.4
1461,1026.6,18.6,17.3,16.3,12.8,75,85,1,20,25.9
1462,1025.9,18.9,17.7,16.4,13.3,75,78,1,70,33.4
1463,1025.3,19.2,17.3,15.2,13.3,78,86,1,20,20.9
1464,1026.4,20.5,17.8,15.5,13,74,66,0,20,23.3
1465,1025.9,19.9,18.3,16.8,13.1,72,49,1,80,26.3
1466,1022,21.7,18.9,17.2,15.6,81,83,1,50,15.3
1467,1019.7,20.3,19.3,18,18.4,95,91,1,40,14.2
1468,1018.9,22.3,20.6,19.1,18.8,90,88,1,50,16.9
1469,1015.9,21.3,20.7,20.2,19.9,95,81,1,40,13.7
1470,1018.8,24.3,20.9,19.2,18,84,51,1,20,14.5
1471,1021.8,21.4,18.8,17,15,79,56,0,30,21.5
1472,1020.8,21,18.4,16.5,14.4,78,28,0,60,14.3
1473,1020.6,18.9,18.1,17.1,14.3,78,79,0,70,39.3
1474,1017.5,18.5,18,17.2,15.5,85,91,1,70,37.7
1475,1016.5,20.4,18.1,16.5,16.4,90,90,1,40,23.3
1476,1019.9,18.5,17.3,16.1,13.7,79,86,0,20,23.9
1477,1020.8,18.7,16.1,14.2,12.1,77,34,0,30,24.4
1478,1019.3,17.5,16.5,15.6,12.9,79,81,1,60,33.2
1479,1015.4,16.1,15.1,14.5,14.6,97,97,1,50,37.5
1480,1013.5,17.1,16.4,15.5,15.6,95,93,1,60,40
1481,1011.5,20.6,17.8,14.8,16.1,90,79,1,20,23.4
1482,1017.1,17.8,15.2,11.9,11.1,76,49,0,50,28.4
1483,1020.1,17.6,16.4,15.3,12.5,78,84,0,60,38
1484,1019.6,16.8,15.5,14.8,13.9,90,92,1,70,50.6
1485,1017.7,17.1,16.1,15.1,15.3,95,100,1,50,26.2
1486,1018.9,16.2,14.1,10.3,12.9,92,100,1,50,35.3
1487,1027.1,10.4,8.5,7,3.4,70,95,1,20,55.5
1488,1034.6,7.1,4.9,3.1,2.2,61,96,1,20,59.5
1489,1032.6,10.8,7.4,4.3,3.7,46,25,0,20,28.7
1490,1027.1,13.5,10.4,8.1,2.5,59,85,1,20,21.3
1491,1022.7,15.3,13,9.8,11.6,92,95,1,20,29.6
1492,1018.2,17.4,16.1,14.8,15.7,98,100,1,60,28.8
1493,1017.9,17.4,16.6,15.9,15.9,96,91,1,50,25
1494,1020,19.9,17.6,16.2,15.5,88,80,0,50,21.2
1495,1019.9,16.2,15.7,15.3,13.4,86,93,1,70,43.1
1496,1022.2,15.6,12.4,10.7,11.2,93,96,1,20,31.9
1497,1024.4,11.2,10.4,9.4,6.8,79,94,1,10,27.3
1498,1023.6,14.3,12.5,10.3,8.6,77,88,1,40,21.3
1499,1021.8,18.8,15.2,13.3,10.9,76,45,0,40,9.1
1500,1021.2,18.6,14.8,12.3,8.4,66,18,0,20,24.4
1501,1024.9,17.4,13.6,11.2,0.3,39,13,0,20,44.7
1502,1026.1,18.1,13.7,9.9,1.7,36,2,0,20,20.5
1503,1023.9,19.6,14.8,11.6,4.3,52,0,0,40,16.7
1504,1020.8,21.2,16.7,12.7,7.2,54,29,0,40,17.2
1505,1017.5,17.3,16.6,15.3,9.8,64,77,1,40,22
1506,1014.9,22.4,18.8,17.2,16.4,86,80,1,40,15.8
1507,1013.4,21.6,19.2,17.6,18.5,95,86,1,30,13.9
1508,1012.5,25.9,23.1,21.3,21.1,89,76,0,200,10.2
1509,1014.8,24.6,21.7,17.4,18.1,81,82,1,20,15.3
1510,1024.3,17.5,13.2,11.4,6.6,64,88,1,20,33.5
1511,1025.4,15.1,12.8,10.9,6,63,89,0,20,23.5
1512,1024.1,14.4,12.9,11.6,8.9,77,91,1,20,19.2
1513,1021.9,15,13.7,11.7,11.8,89,95,1,40,18.6
1514,1020.3,16.3,15.3,14.6,13.3,88,94,1,40,22.2
1515,1023.2,20.1,16,12.5,9.6,67,55,1,20,23.9
1516,1022.2,15.9,15,14.7,11,77,82,1,70,44.7
1517,1020.6,17.6,16.1,14.6,14.7,91,88,1,50,24.4
1518,1022.3,16.7,15.5,13.7,14.3,92,88,1,20,19.3
1519,1027.5,15.5,13.7,12.3,10,78,88,1,20,28
1520,1028.9,16.8,14.8,13.5,10.5,76,87,0,20,20.4
1521,1027.4,17.6,15.2,14,11.6,79,88,1,30,15.2
1522,1024.7,17.5,15.5,13.8,11.7,79,79,1,20,9.1
1523,1023.8,20.9,16.6,13.3,11.5,72,49,0,20,9.2
1524,1024.4,24.8,18.5,14.4,10.1,61,19,0,40,16.9
1525,1024.7,19.7,16.5,14.6,11.5,73,43,0,70,34.2
1526,1023.8,20.6,16.6,14.4,11.4,72,32,0,60,27.1
1527,1020.9,23.8,18.7,15.4,14,75,46,0,40,14.7
1528,1018.1,23.2,20.2,18.1,16.9,82,71,0,40,15.4
1529,1016.7,23.1,20.8,19.2,16.9,79,83,1,30,13.3
1530,1015.8,25.9,21.8,19.2,18,79,72,0,220,6.6
1531,1014.9,21.3,19.7,18.9,18.2,91,76,1,40,13.8
1532,1012.5,21.5,20.1,18.9,18.9,93,88,0,40,15.3
1533,1012.5,22.9,20.8,17.1,19.9,95,88,1,50,15.1
1534,1019.5,17.2,13.4,10,12.2,93,93,1,20,39.7
1535,1022.6,14.3,11.9,10,8,77,93,1,20,25
1536,1017.7,14.5,13.6,12.7,11.4,87,100,1,50,36
1537,1014.5,17,15.8,14.4,15.1,96,99,1,50,22.8
1538,1018,16.5,15.3,14.2,12.4,83,89,1,20,26.7
1539,1017.1,15.5,14.8,14,11.1,79,94,1,70,38
1540,1015,16.3,15.3,14.1,13.6,90,100,1,60,33.2
1541,1014.3,17.4,16.5,15.6,16,97,97,1,50,26.5
1542,1012,21.9,19.5,17.2,19,97,92,1,30,13.1
1543,1013,24.9,22.4,20.3,21.4,94,85,1,40,12.5
1544,1014.7,23.1,19,17.6,17.4,91,96,1,50,28
1545,1014.8,18.2,17.1,16.4,16.3,95,95,1,60,38.3
1546,1013.4,17.3,16.6,15.9,16,96,100,1,50,33.5
1547,1012.8,20.6,18.4,17.1,18,97,95,1,40,22
1548,1020.2,17.7,15.3,12.7,14.9,98,99,1,70,42
1549,1023.9,15.7,13.7,11.6,9.2,75,88,1,20,19.4
1550,1023.6,20.2,15.8,12.6,9.8,68,22,0,70,13.4
1551,1024.1,22.4,17.3,14.6,8.4,58,19,0,30,14.6
1552,1024.1,19.9,16.9,15.2,10,65,58,0,60,26.9
1553,1021.4,19.4,17.7,15.7,9.6,59,74,1,50,20.5
1554,1018.3,22.2,20,18.4,16.3,79,89,1,40,14.8
1555,1015.3,25.5,21.5,19.1,18.9,86,83,0,50,4.5
1556,1014.5,25.3,21.9,19.9,19.5,86,83,0,50,8.3
1557,1015.6,23.8,21.3,19.8,19.6,90,81,1,40,14.5
1558,1014.6,26.5,23,21,20.7,87,88,0,50,9.2
1559,1012.5,28.1,23.6,20.7,21.4,88,84,1,120,8
1560,1013.3,24.4,22.3,20.7,20.8,91,78,1,40,14.8
1561,1013.3,26.5,23.1,21.5,21.6,91,83,0,70,20
1562,1013.2,26.9,23.9,22.4,22.3,91,84,0,40,10
1563,1013.3,27.9,25.3,23.2,22.9,87,84,1,40,9.1
1564,1011.6,27.5,25.7,24.4,23.2,86,88,1,200,17.3
1565,1009.2,26.3,23.3,21.3,21.9,92,93,1,190,20.5
1566,1010.1,22.8,21.5,20.1,19.9,91,89,1,70,31.8
1567,1009.1,21.3,20.3,19.9,19.3,94,88,1,70,29.8
1568,1005.5,25.1,21.8,20.9,21.6,98,93,1,40,14.5
1569,1008.5,25.2,23.1,21.6,22.8,98,88,1,30,11.2
1570,1011.4,23.5,21.1,20.6,20.6,97,88,1,30,20
1571,1010.5,28.1,24.7,20.6,22.7,89,81,1,210,15.3
1572,1010.9,27.5,25.9,24.1,24.2,90,86,1,190,16
1573,1014.4,26.7,23.1,20.1,20.8,87,81,1,80,19.6
1574,1017.4,21.8,20.5,20.1,18.1,86,88,1,70,35.3
1575,1014.6,22.9,21.6,20.2,19.5,88,89,1,40,20.9
1576,1012.5,28.4,24.6,22,22.3,87,80,1,30,7.3
1577,1010.7,26.1,23.7,21,22,90,81,1,300,11.1
1578,1008.2,27.7,24.9,22.6,22.8,88,81,1,240,13
1579,1008.7,26.1,24.4,23.2,23.2,93,84,1,190,8.5
1580,1009.8,28.4,26,23.9,24.3,90,83,1,180,13
1581,1009.5,28.5,27.2,26,24.5,86,87,1,200,24.2
1582,1008.2,29.1,26.8,25.4,24,85,83,1,230,20.2
1583,1010.4,28.2,26,24.7,23,84,78,1,50,12.5
1584,1013.9,26.3,24.1,22.9,19.6,76,68,1,90,30.5
1585,1012.2,23.4,22.5,20.8,18.7,80,89,1,60,27
1586,1011.5,23.4,22.2,20.4,20.9,92,90,1,50,23.7
1587,1011,29.8,25.6,22.8,23.6,89,82,1,50,11.1
1588,1011.4,30.8,26.5,22.8,23.9,86,84,1,220,11.8
1589,1011.4,28.2,25.8,23.2,23.4,87,82,1,40,9.2
1590,1010.5,30.9,28.1,26.2,25.1,84,85,0,180,15.4
1591,1009.9,30.5,28.4,27.2,25.3,83,84,0,190,15.5
1592,1010.6,31,28.7,27.1,25.1,81,69,0,170,12.1
1593,1011.4,31.2,28.7,27.3,25.2,82,80,0,150,9.5
1594,1010.1,30.6,28.7,26.9,25,81,69,0,170,16.3
1595,1008.1,28.4,26.6,23.7,24.3,87,84,1,220,12
1596,1008.6,28.8,25.5,23.4,20.6,75,62,0,80,26
1597,1009.8,27.6,25.1,23.7,21.4,80,78,1,70,28.6
1598,1012.4,27.8,25.5,24.4,22.2,82,88,1,50,24.9
1599,1014.2,27.7,25.4,24,23.4,89,86,1,70,28.3
1600,1012.1,29.8,26.6,24.4,23.7,85,75,1,50,15.7
1601,1011.2,27.1,24.8,22.5,19.4,73,69,1,10,21.9
1602,1012.3,24.6,23.7,23.2,20.1,80,86,1,80,39.5
1603,1012,26.3,24.5,23.4,19.9,76,79,0,70,30.3
1604,1009.9,28.1,25.5,24,22.5,84,85,1,70,26.4
1605,1006.9,26.2,25.2,24.3,24.2,94,88,1,40,22.3
1606,1005.9,28.3,26.5,24.7,24.3,88,77,1,230,25.9
1607,1007.8,30.8,27.2,25.3,22.7,77,63,0,20,11.3
1608,1008.4,28.9,26.8,24.8,23.2,81,65,1,20,7.9
1609,1007.9,30.7,27.5,25.4,24.1,82,61,1,180,7.4
1610,1007.8,30.9,28,26.2,24.7,82,62,1,100,16.2
1611,1007.6,29.5,27.6,26.7,24.8,85,84,1,70,34.8
1612,1006.4,29.1,27.5,26,25.5,89,88,1,130,32.5
1613,1007.6,30.3,27.7,24.5,25.6,89,89,1,200,24
1614,1007.9,31,29.1,27.2,26.1,84,77,1,210,19
1615,1008.8,32.1,29.8,28,26,80,73,1,220,22.8
1616,1009.5,31.8,29.9,28.7,25.7,79,72,0,220,25.2
1617,1007.8,32.8,30.1,28.6,26.2,80,73,0,230,31.7
1618,1006,33,30.3,28.7,26.3,79,58,0,230,27.4
1619,1006.5,32.4,30.3,29,26.5,80,77,1,220,28.8
1620,1007.9,33.8,28.7,24.7,25.4,83,75,1,220,20.8
1621,1008.8,30.4,26.9,25,24.3,86,87,1,20,9.8
1622,1008.8,29.1,26.2,24.8,24.7,91,80,1,20,11.2
1623,1008.1,30.7,28.1,26.3,25.4,86,75,1,20,9.5
1624,1006.3,30,27.1,24.1,25.1,89,85,1,190,12.6
1625,1005.7,31.7,28.2,26.6,25.7,86,79,1,195,11.6
1626,1005.7,31.1,27.9,26.6,25.8,89,80,1,220,14.6
1627,1005.9,27.8,26.6,25.4,25.4,93,85,1,230,20
1628,1005.7,29.2,27.1,25.4,25.8,93,96,1,220,29.8
1629,1005,31.5,29.7,28.5,26.7,84,90,1,220,24.3
1630,1004.2,31.7,30.2,29.2,26.6,81,88,1,220,30
1631,1005.3,32,30.3,29.3,26.3,79,86,1,210,29.3
1632,1006.7,31.4,29.4,28.2,25.9,82,88,1,230,23.2
1633,1008.2,32.1,29.4,26.7,25.9,82,85,1,220,12.8
1634,1010.5,30.8,29.3,27.7,26,83,81,1,200,19.8
1635,1010.3,34.2,30.1,27.8,26.1,80,41,0,130,12.4
1636,1008.5,34.4,30.8,28.6,26.3,78,59,1,170,12.1
1637,1009.3,33.7,30.6,28.7,25.6,75,51,0,200,12.6
1638,1009.5,33.7,30.5,28.5,25.3,75,32,0,220,10.9
1639,1008.4,34.1,30.4,28.4,24.7,72,20,0,210,9.6
1640,1008.1,35.2,31,28.8,25,72,38,0,180,9
1641,1008.9,35.5,31.4,28.9,26.1,74,39,0,150,9.1
1642,1009.1,35.1,31.3,29.4,26.3,75,57,1,160,11.9
1643,1007.5,35.1,31.1,28.6,26.7,78,61,1,60,15.7
1644,1007.5,32.3,29.1,26.3,26.3,85,83,1,220,26.1
1645,1010,33.3,29,27.5,26.7,87,79,1,160,23.4
1646,1010.3,33.1,30,27.8,26,80,83,1,190,24.4
1647,1008.9,33,30.1,27.7,26,79,78,1,190,21.9
1648,1009.1,32,29.4,26.9,26,82,86,1,200,21.9
1649,1008.7,31.5,29.4,27.3,25.8,82,84,1,190,25.1
1650,1006.6,33,30.1,28,25.9,78,83,1,180,33
1651,1007.5,32.6,29,25.8,26.5,87,88,1,130,22.5
1652,1008.4,28.8,27.3,24.7,26,93,88,1,130,24.8
1653,1005.9,34,30.2,27.9,25.6,77,53,1,270,11.3
1654,1001,34.2,31,28.1,25.9,75,46,0,280,23.5
1655,999,35.6,31.5,26.4,26.4,75,57,1,280,25
1656,1000.3,31.3,28.6,26.2,25,81,88,1,240,18.8
1657,1002.2,31.1,28.9,26.1,26.1,85,89,1,240,19.8
1658,1003.8,29,28.1,27,25.1,84,88,1,230,16.3
1659,1005,31.7,28.6,25.6,26.1,87,82,1,160,12.6
1660,1006.8,30.3,28.9,26.4,26.2,86,83,1,230,14.3
1661,1007,33,30.2,28.6,26.4,81,78,1,230,22.4
1662,1008.1,33.2,30.6,29,26.4,79,69,1,240,25.1
1663,1008.5,33.2,30.6,29,26.2,78,69,0,230,23.7
1664,1007.5,32.4,30.4,28.7,25.3,74,72,1,230,23.7
1665,1007.9,32.3,29.9,26.7,25.8,79,78,1,220,25.1
1666,1009.8,31.9,29.2,25.6,25.6,82,70,1,220,22.6
1667,1010.9,33.3,30,27.5,25.3,76,49,1,220,12.3
1668,1010.3,32.9,30,28.1,25.2,76,29,0,240,14.5
1669,1008.9,32.8,30,28,25.4,77,32,0,250,21.6
1670,1008.4,34,30.4,28,24.6,72,21,0,240,16
1671,1008.6,35,30.8,28.3,25.5,74,28,0,130,8.3
1672,1008.3,32,29.4,27,26.4,84,57,1,60,17.5
1673,1009.3,33.4,30.2,28,25.3,76,44,1,200,9.5
1674,1009.7,32.9,30.1,28.1,24.8,74,29,0,240,12.8
1675,1008.5,33.7,30.3,27.6,24.9,74,32,0,260,21.9
1676,1006.6,33.5,29.9,28.7,24.7,74,49,1,270,16.1
1677,1005.1,33.9,30.1,27,24.9,74,47,1,50,14.1
1678,1011.2,32.2,28.9,26.9,24.6,78,69,0,20,11.8
1679,1011.6,32.3,28.9,26.8,24.5,78,54,0,100,9.8
1680,1010.6,33.3,29.5,27.3,24.5,75,38,0,20,5.5
1681,1008.3,33.3,29.4,26.8,24.1,74,29,0,10,4.4
1682,1006.1,33.3,29.6,27.6,24.4,74,27,0,220,8.7
1683,1005.3,33.1,30.1,27.8,24.2,72,29,0,220,6.1
1684,1003.4,33.3,30.7,28.2,24.9,72,40,0,290,10.9
1685,998.5,36.3,32.4,30,24,62,55,0,290,17.2
1686,998.5,34.7,31,26.9,24.8,71,80,1,220,26.4
1687,1004.5,30.6,28.1,25.1,25.2,85,88,1,230,20.2
1688,1007.3,32.8,29.2,26.3,25.4,81,77,1,220,13.9
1689,1007.9,33.7,30,27.8,25.8,79,78,1,220,11.9
1690,1007.9,29.6,28,26.4,25.6,87,84,1,230,22.9
1691,1007.4,28.8,26.9,25.6,25.1,90,88,1,210,12.9
1692,1008.5,28.6,27,24.9,25,89,88,1,220,14.2
1693,1008.5,31.2,29.2,26.9,26.5,86,88,1,230,18
1694,1008.2,32.4,29.9,28.3,26.6,83,81,1,230,20.5
1695,1008,33.8,30.2,28.4,25.8,78,67,1,220,18.1
1696,1007.7,32.8,30.1,28.1,25.7,77,59,0,230,16.6
1697,1006.3,31.2,29.1,26.8,26.1,84,67,1,270,6.9
1698,1002.2,33.4,30,26.9,25.5,77,70,0,350,13.6
1699,1000.1,32,30.2,28.4,24.4,71,48,1,10,12
1700,1000,32.9,30.6,28,24.2,69,30,1,220,11.7
1701,1002.4,33.2,30.7,28.3,24.3,70,48,0,10,11
1702,1005.5,34.4,30.6,27.9,23.2,65,22,0,10,10.7
1703,1008.1,31.7,28.9,27.8,25.3,81,78,1,40,16.4
1704,1008.1,32.4,29,27,25,79,75,0,200,12
1705,1006.5,31.2,28.3,26.9,24.4,79,84,1,210,8.9
1706,1006.2,29.6,27.8,26.5,24.8,84,87,1,230,11
1707,1006.8,27.9,26.6,25.8,25.2,92,88,1,220,5.9
1708,1007.4,29,27.4,25.8,25,87,88,1,40,5.7
1709,1007.8,28.9,27.4,25.7,25.4,89,87,1,50,8.6
1710,1010.9,27.7,25.8,24.5,24.8,94,88,1,110,16.5
1711,1013,29,27.6,25.8,25.8,90,87,1,60,18.2
1712,1013.1,32.9,29.1,27,25.7,82,60,0,80,9.8
1713,1011.1,31.9,29.3,27.2,24.8,78,38,0,220,11.7
1714,1008.1,32.3,29.6,27.8,25.6,79,43,0,240,24.9
1715,1007.2,29.6,28.3,26.7,25.9,87,82,1,250,21.3
1716,1009.4,30.7,27.9,26.4,23.1,75,60,0,60,29
1717,1012,31.2,28.2,26.5,23,74,44,1,70,26.2
1718,1012.7,31.3,28.1,26.5,23.2,75,47,0,60,24.5
1719,1011.1,31,28.1,26.8,23.7,77,46,1,100,21.4
1720,1011.5,30.5,27.9,26.2,23.2,76,66,1,90,22.6
1721,1013,31.2,28,25.8,21.4,68,49,0,50,39.9
1722,1012.2,31.4,28,25.9,22.1,71,46,0,60,41.3
1723,1011.3,31.9,28.6,26.5,23.1,73,60,0,70,39.5
1724,1011.9,31,28.1,26.9,24.5,81,86,1,70,32.2
1725,1014.6,30.6,28.2,27.1,24.2,79,72,1,70,27.4
1726,1015,31.8,28.5,26.8,24,77,47,1,70,14.5
1727,1012.2,30.6,28.3,26.8,24.3,79,67,0,180,8.1
1728,1009.3,31.1,28.7,27.1,24.5,78,74,1,200,14.5
1729,1008.6,28.7,27.4,25.5,23.8,81,88,1,190,11.9
1730,1009.9,31,28.1,26.3,25.5,86,67,1,110,14.8
1731,1009.1,32,28.9,27.3,25.3,81,40,1,110,10.2
1732,1006.7,32,29.3,27.4,24.7,77,23,0,230,17.3
1733,1004.9,32.2,29.7,28.1,25.3,78,38,0,230,20.5
1734,1006.7,32.2,28.7,26.9,26.3,87,71,1,90,14
1735,1008.2,30.2,27.8,26.5,25,85,81,1,90,15.1
1736,1006.7,32.8,29,25.8,20.6,61,30,0,10,16.4
1737,1005.6,31.3,29.7,27.4,20,56,53,0,230,15.5
1738,1011,32.7,29.8,28.2,24.8,75,78,1,140,12.7
1739,1013,31.7,28.8,26.4,25.3,81,84,1,30,7.9
1740,1012.4,31.6,27.9,26.5,23.1,76,82,1,10,30.6
1741,1011.7,29.7,26.8,24.2,23.7,83,88,1,60,52.8
1742,1013.2,27.8,26.7,24.9,25.2,92,95,1,120,50.7
1743,1015.2,27.8,26.7,25.4,25.4,93,88,1,100,37
1744,1014.1,26.8,26,25.3,25.4,97,86,1,100,30.4
1745,1012.7,27.6,26.4,25,25,92,85,1,140,12.5
1746,1010.5,30,27.8,26.1,23.1,76,54,0,300,13
1747,1011.3,29.4,26.8,24.8,20.9,70,45,1,20,20.4
1748,1013.7,26.6,24.3,21.1,19.9,77,85,1,20,30.2
1749,1018,22.1,20.5,18.5,16.6,78,88,1,20,38.3
1750,1019,24.9,23.1,21,16.8,67,88,1,50,28.2
1751,1018.7,27.8,25.1,23.3,19.1,70,68,1,70,32.4
1752,1017.4,28.2,25,23.1,20.1,75,51,0,70,23.9
1753,1015.2,28.7,25.2,23.1,20.7,76,19,0,90,14.1
1754,1013.8,29.4,25.8,23.3,20.4,73,20,0,30,9.9
1755,1013.4,30.8,26.2,23.6,19.5,69,17,0,70,12.4
1756,1012.5,29.1,25.5,23.5,19.3,70,43,0,60,8.9
1757,1010.2,28.2,25.3,23.1,16.7,59,79,0,20,17.3
1758,1008.3,29.1,26.2,23.8,17.3,58,78,0,10,17.2
1759,1010.2,29.2,26.4,24.3,19.3,65,64,1,10,13.2
1760,1012,30.6,27,25.3,20.9,70,48,0,120,9.2
1761,1013,30.7,27,24.8,21.6,73,50,0,80,9.9
1762,1015,29.6,26.8,24.9,22.1,76,61,1,80,19.7
1763,1016.8,26.6,25.9,25.4,21.7,77,77,1,80,37.5
1764,1016.8,26.2,25.4,24.5,22.3,83,81,1,80,28.9
1765,1015.6,30.1,26.5,24.3,22.1,77,48,0,60,10.3
1766,1017,29.2,26.7,25.5,23.3,82,46,1,110,15.8
1767,1018.2,28.4,26.4,25.5,22.9,81,61,1,90,24.2
1768,1017.8,29.6,26.7,25.3,23.1,81,53,0,100,16.5
1769,1020.4,27.2,25.6,24.4,21.6,79,66,1,80,40.8
1770,1020.9,24.5,22.9,20.5,17.8,73,61,0,20,29.6
1771,1019.8,26,22.6,19.7,16,67,72,1,20,22.5
1772,1019.5,25.8,23.7,22.3,18.8,74,82,1,70,32.9
1773,1018.1,26.6,24.7,23.1,20.4,77,83,1,80,29.8
1774,1016.1,28.2,25.8,24.5,22,80,82,1,70,28.3
1775,1015.6,26.3,25.5,24.7,22.4,83,81,1,80,30.2
1776,1016.3,28.4,26.2,25.2,23.4,85,87,1,80,24.8
1777,1016.4,28.7,26.5,25.5,23.6,84,70,1,70,18
1778,1015.8,30.3,26.7,24.8,23.3,82,58,1,50,12.8
1779,1016.9,25.9,24.9,24,21.4,81,88,1,80,46.3
1780,1017.7,25.4,23.8,22.6,20.6,82,85,1,80,43.8
1781,1017.3,24.2,23.9,23.6,21.1,84,88,1,80,41.4
1782,1015.2,25.3,23.3,21,22.1,92,86,1,80,29.7
1783,1014.5,26.9,24.3,22.3,21.2,83,74,1,30,13.8
1784,1015.2,24.8,24.2,23.5,22.3,89,84,1,80,35.8
1785,1013.7,25.9,24.8,23.6,23.5,93,74,1,80,25.5
1786,1013.9,27.2,25.5,24.4,23.8,90,51,0,80,17.2
1787,1016,29.1,26.1,24.1,23.2,84,20,0,80,7.9
1788,1017,28.5,25.9,24.5,22.9,84,58,1,70,22.1
1789,1017.2,25.9,24.8,24.4,21.6,82,73,1,80,30.6
1790,1017,26,24.8,23.9,21.1,80,83,0,70,40.4
1791,1017.1,27.6,25.4,24,21.3,78,65,1,80,29.2
1792,1016.7,28.4,25.4,23.7,21.2,78,47,0,90,19.6
1793,1016.7,26.6,24.5,23.3,19.8,76,35,1,70,31.2
1794,1017.7,25.3,22.6,18.2,16.8,70,44,0,20,28.6
1795,1020.6,21.2,18.2,15.8,7.8,52,46,0,20,34.3
1796,1022.4,20.4,18.4,15.3,9.7,57,44,0,60,39.3
1797,1022.5,22.9,20.8,19.2,15,70,49,0,70,34
1798,1021.2,24.1,22.1,20.3,17.4,75,40,0,60,16
1799,1018.9,25.2,22.4,20.4,17.7,75,56,1,100,15.7
1800,1017.6,25.1,22.9,22,19,79,85,0,70,25
1801,1017.1,25,23.3,22.2,19.6,80,69,1,70,15.9
1802,1019.4,22.3,20.8,19.6,16.5,77,93,1,20,27.9
1803,1021.1,21,19.5,18.4,14.9,75,88,1,50,37.9
1804,1018.4,20.3,18.4,15.7,15.8,85,91,1,70,41.3
1805,1021.3,18.1,16.6,15.4,12.2,76,91,1,10,28.4
1806,1023.1,19.3,17.3,15.4,12.1,72,86,0,10,21.8
1807,1022.2,19,18,17,14.1,78,90,1,30,28.5
1808,1016.8,18.9,17.7,16.9,16.8,95,95,1,60,35.1
1809,1015.5,20.9,19.3,17.6,16.8,86,80,1,20,10.2
1810,1016.4,23,19.9,17.9,15.5,76,72,0,60,20.7
1811,1016.2,20.7,20,19.4,17.1,83,88,0,70,39.5
1812,1016.4,21,20.4,19.7,17.8,85,83,1,70,30.3
1813,1016.6,21.3,20.4,19.1,17.3,82,84,1,50,20.3
1814,1019,20.4,18.4,16,12.6,69,70,1,10,26.8
1815,1022.5,17.2,15.2,13.4,4.3,49,11,0,10,48
1816,1025.9,15.2,13.2,11.5,-0.4,39,25,0,20,35.6
1817,1026.4,16.5,13.9,11.3,3.1,48,11,0,40,25.2
1818,1025.4,18.2,16.2,13.8,8.7,62,71,0,30,29
1819,1022.5,18.6,17.6,17,12.9,75,88,1,40,19
1820,1021.3,21.1,19.4,17.1,16.2,82,87,1,50,22.5
1821,1020.3,20.6,19.9,18.7,17.6,87,88,1,60,27.3
1822,1017.8,22.3,21.1,19.8,19.6,91,79,1,40,15
1823,1016.8,24.7,22.3,21.1,20.7,91,70,1,40,9.4
1824,1020.4,21.4,18.2,16.1,13.5,75,89,1,10,27.6
1825,1020.6,19.7,17.9,16.9,13.3,74,87,0,30,21.6
1826,1022.7,18.8,17.7,16.9,15,84,90,1,30,18.4
1827,1026.6,18.6,17.3,16.3,12.8,75,85,1,20,25.9
1828,1025.9,18.9,17.7,16.4,13.3,75,78,1,70,33.4
1829,1025.3,19.2,17.3,15.2,13.3,78,86,1,20,20.9
1830,1026.4,20.5,17.8,15.5,13,74,66,0,20,23.3
1831,1025.9,19.9,18.3,16.8,13.1,72,49,1,80,26.3
1832,1022,21.7,18.9,17.2,15.6,81,83,1,50,15.3
1833,1019.7,20.3,19.3,18,18.4,95,91,1,40,14.2
1834,1018.9,22.3,20.6,19.1,18.8,90,88,1,50,16.9
1835,1015.9,21.3,20.7,20.2,19.9,95,81,1,40,13.7
1836,1018.8,24.3,20.9,19.2,18,84,51,1,20,14.5
1837,1021.8,21.4,18.8,17,15,79,56,0,30,21.5
1838,1020.8,21,18.4,16.5,14.4,78,28,0,60,14.3
1839,1020.6,18.9,18.1,17.1,14.3,78,79,0,70,39.3
1840,1017.5,18.5,18,17.2,15.5,85,91,1,70,37.7
1841,1016.5,20.4,18.1,16.5,16.4,90,90,1,40,23.3
1842,1019.9,18.5,17.3,16.1,13.7,79,86,0,20,23.9
1843,1020.8,18.7,16.1,14.2,12.1,77,34,0,30,24.4
1844,1019.3,17.5,16.5,15.6,12.9,79,81,1,60,33.2
1845,1015.4,16.1,15.1,14.5,14.6,97,97,1,50,37.5
1846,1013.5,17.1,16.4,15.5,15.6,95,93,1,60,40
1847,1011.5,20.6,17.8,14.8,16.1,90,79,1,20,23.4
1848,1017.1,17.8,15.2,11.9,11.1,76,49,0,50,28.4
1849,1020.1,17.6,16.4,15.3,12.5,78,84,0,60,38
1850,1019.6,16.8,15.5,14.8,13.9,90,92,1,70,50.6
1851,1017.7,17.1,16.1,15.1,15.3,95,100,1,50,26.2
1852,1018.9,16.2,14.1,10.3,12.9,92,100,1,50,35.3
1853,1027.1,10.4,8.5,7,3.4,70,95,1,20,55.5
1854,1034.6,7.1,4.9,3.1,2.2,61,96,1,20,59.5
1855,1032.6,10.8,7.4,4.3,3.7,46,25,0,20,28.7
